name,iso_a3,currency_code,local_price,dollar_ex,dollar_price,GDP_dollar,GDP_local,date
South Korea,KOR,KRW,4100,1083.3,3.78,29252.933,30798658.095,2015-01-01
South Korea,KOR,KRW,4300,1143.5,3.76,29252.933,30798658.095,2015-07-01
South Korea,KOR,KRW,4500,1200.95,3.75,31936.795,37217783.223,2020-07-01
South Korea,KOR,KRW,4400,1196.45,3.68,29274.232,33987783.506,2017-01-01
South Korea,KOR,KRW,4300,1197.75,3.59,28737.439,32500678.674,2016-01-01
South Korea,KOR,KRW,3700,1056.2,3.5,23077.161,26690241.165,2011-07-01
South Korea,KOR,KRW,4600,1313.45,3.5,34801.086,39810760.184,2022-07-01
South Korea,KOR,KRW,3700,1067.3,3.47,27179.519,29761097.472,2014-01-01
South Korea,KOR,KRW,3900,1135.7,3.43,25459.168,28687560.101,2013-07-01
South Korea,KOR,KRW,3700,1085.475,3.41,25459.168,28687560.101,2013-01-01
South Korea,KOR,KRW,3700,1151,3.21,25100.188,27813991.002,2012-07-01
South Korea,KOR,KRW,3700,1158.75,3.19,25100.188,27813991.002,2012-01-01
South Korea,KOR,KRW,2900,922.5,3.14,21730.952,20760465.708,2007-06-01
South Korea,KOR,KRW,3200,1018.05,3.14,24083.338,22382472.731,2008-06-01
South Korea,KOR,KRW,2900,940.15,3.08,21730.952,20760465.708,2007-01-01
South Korea,KOR,KRW,3400,1140.5,2.98,19139.732,24445360.458,2010-01-01
South Korea,KOR,KRW,3400,1204.45,2.82,19139.732,24445360.458,2010-07-01
South Korea,KOR,KRW,3200,1177,2.72,14672.418,17484325.778,2004-05-01
South Korea,KOR,KRW,3000,1108,2.71,10666.862,12687583.888,2000-04-01
South Korea,KOR,KRW,3300,1220,2.7,13159.675,16470682.092,2003-04-01
South Korea,KOR,KRW,2500,952.4,2.62,19398.494,19870426.961,2006-05-01
South Korea,KOR,KRW,3400,1314.5,2.59,21387.709,23529170.737,2009-07-01
South Korea,KOR,KRW,2500,977.45,2.56,19398.494,19870426.961,2006-01-01
South Korea,KOR,KRW,2500,1005.5,2.49,16482.75,18893338.346,2005-06-01
South Korea,KOR,KRW,3100,1304,2.38,11563.04,14925456.032,2002-04-01
South Korea,KOR,KRW,3000,1325,2.26,12263.471,13862167.318,2001-04-01
Spain,ESP,EUR,4.33,0.823011399,5.26,27039.18,23691.939,2021-01-01
Spain,ESP,EUR,4.4,0.850159405,5.18,27039.18,23691.939,2021-07-01
Spain,ESP,EUR,4.58,0.89206066,5.13,30089.517,25423.609,2022-01-01
Spain,ESP,EUR,3.5,0.697520315,5.02,30566.877,23038.054,2011-07-01
Spain,ESP,EUR,3.65,0.737218475,4.95,29084.958,21899.058,2014-01-01
Spain,ESP,EUR,3.65,0.742748914,4.91,29084.958,21899.058,2014-07-01
Spain,ESP,EUR,3.95,0.816826629,4.84,28196.759,24968.738,2018-01-01
Spain,ESP,EUR,4.1,0.853205921,4.81,28196.759,24968.738,2018-07-01
Spain,ESP,EUR,3.5,0.736946829,4.75,28344.776,22047.858,2013-01-01
Spain,ESP,EUR,4.58,0.975849999999997,4.69,30089.517,25423.609,2022-07-01
Spain,ESP,EUR,4.2,0.899159286,4.67,29576.25,26416.846,2020-01-14
Spain,ESP,EUR,4.1,0.879623521,4.66,29576.25,26416.846,2020-07-01
Spain,ESP,EUR,3.95,0.872486149,4.53,30423.167,25749.83,2019-01-01
Spain,ESP,EUR,3.5,0.777756173,4.5,28344.776,22047.858,2013-07-01
Spain,ESP,EUR,3.5,0.788239467,4.44,31676.69,22760.98,2012-01-01
Spain,ESP,EUR,3.95,0.892339267,4.43,30423.167,25749.83,2019-07-09
Spain,ESP,EUR,3.8,0.875695083,4.34,26535.546,23979.398,2017-07-01
Spain,ESP,EUR,3.5,0.824844311,4.24,31676.69,22760.98,2012-07-01
Spain,ESP,EUR,3.65,0.863073404,4.23,29524.755,22218.389,2015-01-01
Spain,ESP,EUR,3.95,0.955246692,4.14,26535.546,23979.398,2017-01-01
Spain,ESP,EUR,3.65,0.912700224,4,29524.755,22218.389,2015-07-01
Spain,ESP,EUR,3.5,0.908306463,3.85,25764.215,23218.844,2016-07-01
Spain,ESP,EUR,3.5,0.930232558,3.76,25764.215,23218.844,2016-01-01
Sri Lanka,LKA,LKR,840,202.41,4.15,3742.678,743910.854,2022-01-01
Sri Lanka,LKA,LKR,580,153.725,3.77,3885.761,565772.957,2017-07-01
Sri Lanka,LKA,LKR,580,153.8,3.77,4077.043,621530.638,2018-01-01
Sri Lanka,LKA,LKR,1340,360,3.72,3742.678,743910.854,2022-07-01
Sri Lanka,LKA,LKR,700,189,3.7,3680.674,683105.707,2021-01-01
Sri Lanka,LKA,LKR,550,150.06,3.67,3885.761,565772.957,2017-01-01
Sri Lanka,LKA,LKR,680,185.85,3.66,3852.265,688572.811,2020-07-01
Sri Lanka,LKA,LKR,580,159.27,3.64,4077.043,621530.638,2018-07-01
Sri Lanka,LKA,LKR,640,175.675,3.64,4058.803,659478.911,2019-07-09
Sri Lanka,LKA,LKR,530,146.2,3.63,3841.519,522204.149,2016-07-01
Sri Lanka,LKA,LKR,700,199.5,3.51,3680.674,683105.707,2021-07-01
Sri Lanka,LKA,LKR,580,181.45,3.2,3852.265,688572.811,2020-01-14
Sri Lanka,LKA,LKR,580,182.245,3.18,4058.803,659478.911,2019-01-01
Sri Lanka,LKA,LKR,370,130.8,2.83,3347.887,427537.968,2013-07-01
Sri Lanka,LKA,LKR,350,126.45,2.77,3347.887,427537.968,2013-01-01
Sri Lanka,LKA,LKR,350,130.255,2.69,3607.152,465976.439,2014-07-01
Sri Lanka,LKA,LKR,350,130.8,2.68,3607.152,465976.439,2014-01-01
Sri Lanka,LKA,LKR,350,131.875,2.65,3817.133,498659.688,2015-01-01
Sri Lanka,LKA,LKR,350,133.85,2.61,3817.133,498659.688,2015-07-01
Sri Lanka,LKA,LKR,280,109.475,2.56,2799.963,316540.861,2011-07-01
Sri Lanka,LKA,LKR,290,113.93,2.55,3199.502,353903.837,2012-01-01
Sri Lanka,LKA,LKR,350,144.05,2.43,3841.519,522204.149,2016-01-01
Sri Lanka,LKA,LKR,290,131,2.21,3199.502,353903.837,2012-07-01
Sri Lanka,LKA,LKR,210,107.55,1.95,1865.875,206413.319,2008-06-01
Sri Lanka,LKA,LKR,210,111.4,1.89,1642.829,170755.64,2007-06-01
Sri Lanka,LKA,LKR,210,112.775,1.86,2391.695,274991.579,2010-07-01
Sri Lanka,LKA,LKR,190,102.955,1.85,1429.454,143622.946,2006-05-01
Sri Lanka,LKA,LKR,190,102.955,1.85,1642.829,170755.64,2007-01-01
Sri Lanka,LKA,LKR,210,114.86,1.83,2332.255,252594.542,2009-07-01
Sri Lanka,LKA,LKR,210,114.86,1.83,2391.695,274991.579,2010-01-01
Sri Lanka,LKA,LKR,175,99.945,1.75,1218.727,123426.172,2005-06-01
Sri Lanka,LKA,LKR,140,99,1.41,1124.828,108496.475,2004-05-01
Sweden,SWE,SEK,48.4,6.3352,7.64,52658.794,379539.529,2011-07-01
Sweden,SWE,SEK,48.4,7.37355,6.56,46734.909,357700.54,2010-07-01
Sweden,SWE,SEK,40.55930138,6.3492,6.39,57816.023,391704.47,2013-01-01
Sweden,SWE,SEK,38,5.96085,6.37,53496.534,361570.771,2008-06-01
Sweden,SWE,SEK,52.88,8.29525,6.37,52169.936,480501.229,2021-01-01
Sweden,SWE,SEK,40.7,6.47315,6.29,60845.007,396342.654,2014-01-01
Sweden,SWE,SEK,54,8.7165,6.2,52169.936,480501.229,2021-07-01
Sweden,SWE,SEK,41.61,6.7583,6.16,57816.023,391704.47,2013-07-01
Sweden,SWE,SEK,49.1,8.0188,6.12,53459.072,457014.17,2018-01-01
Sweden,SWE,SEK,40.7,6.836,5.95,60845.007,396342.654,2014-07-01
Sweden,SWE,SEK,41,6.9338,5.91,60540.218,393120.532,2012-01-01
Sweden,SWE,SEK,52,8.90625,5.84,54295.731,471966.636,2019-01-01
Sweden,SWE,SEK,51,8.7526,5.83,53459.072,457014.17,2018-07-01
Sweden,SWE,SEK,48.97,8.41565,5.82,51590.473,441717.2,2017-07-01
Sweden,SWE,SEK,54,9.3341,5.79,60028.543,514838.802,2022-01-01
Sweden,SWE,SEK,52.6,9.1384,5.76,51694.498,488944.612,2020-07-01
Sweden,SWE,SEK,39.97301987,6.9777,5.73,60540.218,393120.532,2012-07-01
Sweden,SWE,SEK,57,10.19785,5.59,60028.543,514838.802,2022-07-01
Sweden,SWE,SEK,39,7.0821,5.51,46734.909,357700.54,2010-01-01
Sweden,SWE,SEK,51.5,9.4591,5.44,51694.498,488944.612,2020-01-14
Sweden,SWE,SEK,51,9.47505,5.38,54295.731,471966.636,2019-07-09
Sweden,SWE,SEK,48,9.12455,5.26,51590.473,441717.2,2017-01-01
Sweden,SWE,SEK,45,8.60185,5.23,51274.278,432490.371,2016-01-01
Sweden,SWE,SEK,44.94,8.59485,5.23,51274.278,432490.371,2016-07-01
Sweden,SWE,SEK,43.7,8.52265,5.13,59704.814,409621.892,2015-07-01
Sweden,SWE,SEK,40.7,8.19145,4.97,59704.814,409621.892,2015-01-01
Sweden,SWE,SEK,39,7.90915,4.93,55929.862,368639.27,2009-07-01
Sweden,SWE,SEK,33,6.79165,4.86,46425.841,342541.421,2007-06-01
Sweden,SWE,SEK,32,7.04125,4.54,46425.841,342541.421,2007-01-01
Sweden,SWE,SEK,33,7.28455,4.53,43349.851,323957.266,2006-05-01
Sweden,SWE,SEK,33,7.7119,4.28,43349.851,323957.266,2006-01-01
Sweden,SWE,SEK,31,7.4402,4.17,42736.876,314068.459,2005-06-01
Sweden,SWE,SEK,30,7.61,3.94,37249.257,301208.823,2004-05-01
Sweden,SWE,SEK,30,8.34,3.6,29846.186,290615.995,2003-04-01
Sweden,SWE,SEK,24,8.84,2.71,30928.571,255545.101,2000-04-01
Sweden,SWE,SEK,26,10.4,2.5,27207.49,281029.861,2002-04-01
Sweden,SWE,SEK,24,10.28,2.33,29589.141,271102.937,2001-04-01
Switzerland,CHE,CHF,6.5,0.80615,8.06,77431.416,80753.66,2011-07-01
Switzerland,CHE,CHF,6.5,0.86165,7.54,90251.914,82684.386,2015-01-01
Switzerland,CHE,CHF,6.5,0.89155,7.29,87351.026,82019.556,2021-01-01
Switzerland,CHE,CHF,6.5,0.91005,7.14,88715.77,82230.962,2014-01-01
Switzerland,CHE,CHF,6.5,0.9123,7.12,87033.306,81609.78,2013-01-01
Switzerland,CHE,CHF,6.5,0.92275,7.04,87351.026,82019.556,2021-07-01
Switzerland,CHE,CHF,6.5,0.93105,6.98,93719.959,85645.594,2022-01-01
Switzerland,CHE,CHF,6.5,0.94125,6.91,85719.316,85180.07,2020-07-01
Switzerland,CHE,CHF,6.16,0.9024,6.83,88715.77,82230.962,2014-07-01
Switzerland,CHE,CHF,6.5,0.9528,6.82,90251.914,82684.386,2015-07-01
Switzerland,CHE,CHF,6.5,0.9551,6.81,91696.111,81430,2012-01-01
Switzerland,CHE,CHF,6.5,0.96085,6.76,83694.803,82413.575,2018-01-01
Switzerland,CHE,CHF,6.5,0.96415,6.74,83511.741,82292.002,2017-07-01
Switzerland,CHE,CHF,6.5,0.9674,6.72,87033.306,81609.78,2013-07-01
Switzerland,CHE,CHF,6.5,0.96825,6.71,85719.316,85180.07,2020-01-14
Switzerland,CHE,CHF,6.5,0.96845,6.71,93719.959,85645.594,2022-07-01
Switzerland,CHE,CHF,6.5,0.98165,6.62,86754.453,84836.457,2019-01-01
Switzerland,CHE,CHF,6.5,0.9861,6.59,85234.687,82028.271,2016-07-01
Switzerland,CHE,CHF,6.5,0.9906,6.56,91696.111,81430,2012-07-01
Switzerland,CHE,CHF,6.5,0.99325,6.54,83694.803,82413.575,2018-07-01
Switzerland,CHE,CHF,6.5,0.99355,6.54,86754.453,84836.457,2019-07-09
Switzerland,CHE,CHF,6.5,1.0088,6.44,85234.687,82028.271,2016-01-01
Switzerland,CHE,CHF,6.5,1.02215,6.36,65770.878,78949.114,2008-06-01
Switzerland,CHE,CHF,6.5,1.0236,6.35,83511.741,82292.002,2017-01-01
Switzerland,CHE,CHF,6.5,1.03115,6.3,72458.228,78844.82,2010-01-01
Switzerland,CHE,CHF,6.5,1.05085,6.19,72458.228,78844.82,2010-07-01
Switzerland,CHE,CHF,6.5,1.08605,5.98,75073.192,81311.023,2009-07-01
Switzerland,CHE,CHF,6.3,1.20885,5.21,56659.845,70551.517,2006-05-01
Switzerland,CHE,CHF,6.3,1.2112,5.2,59502.744,74607.119,2007-06-01
Switzerland,CHE,CHF,6.3,1.2475,5.05,55007.078,68401.073,2005-06-01
Switzerland,CHE,CHF,6.3,1.2485,5.05,59502.744,74607.119,2007-01-01
Switzerland,CHE,CHF,6.3,1.2776,4.93,56659.845,70551.517,2006-01-01
Switzerland,CHE,CHF,6.3,1.29,4.88,49679.157,66900.479,2004-05-01
Switzerland,CHE,CHF,6.3,1.37,4.6,42803.956,66714.567,2003-04-01
Switzerland,CHE,CHF,6.3,1.66,3.8,39944.58,67411.073,2002-04-01
Switzerland,CHE,CHF,6.3,1.73,3.64,39072.111,65986.642,2001-04-01
Switzerland,CHE,CHF,5.9,1.7,3.47,41859.215,62879.029,2000-04-01
Taiwan,TWN,TWD,75,27.814,2.7,33775.172,946498.54,2022-01-01
Taiwan,TWN,TWD,79,30.0285,2.63,21256.361,629519.517,2013-07-01
Taiwan,TWN,TWD,79,29.982,2.63,21945.46,653334.627,2014-07-01
Taiwan,TWN,TWD,79,30.161,2.62,21945.46,653334.627,2014-01-01
Taiwan,TWN,TWD,75,28.834,2.6,19181.358,607040.425,2011-07-01
Taiwan,TWN,TWD,72,27.98,2.57,28404.717,840303.836,2021-01-01
Taiwan,TWN,TWD,72,28.0475,2.57,28404.717,840303.836,2021-07-01
Taiwan,TWN,TWD,79,31.02,2.55,22844.316,693787.589,2015-07-01
Taiwan,TWN,TWD,75,29.502,2.54,21256.361,629519.517,2013-01-01
Taiwan,TWN,TWD,79,31.493,2.51,22844.316,693787.589,2015-01-01
Taiwan,TWN,TWD,75,29.9075,2.51,33775.172,946498.54,2022-07-01
Taiwan,TWN,TWD,75,29.9795,2.5,20838.589,614090.637,2012-01-01
Taiwan,TWN,TWD,75,30.1955,2.48,20838.589,614090.637,2012-07-01
Taiwan,TWN,TWD,75,30.3625,2.47,17723.704,582093.712,2008-06-01
Taiwan,TWN,TWD,72,29.4565,2.44,25903.168,801107.277,2020-07-01
Taiwan,TWN,TWD,75,31.175,2.41,15290.307,511092.54,2005-06-01
Taiwan,TWN,TWD,72,29.8845,2.41,25903.168,801107.277,2020-01-14
Taiwan,TWN,TWD,75,31.8425,2.36,16904.543,558805.035,2010-01-01
Taiwan,TWN,TWD,75,31.9495,2.35,16427.459,528611.003,2006-01-01
Taiwan,TWN,TWD,75,32.1055,2.34,16904.543,558805.035,2010-07-01
Taiwan,TWN,TWD,75,32.141,2.33,16427.459,528611.003,2006-05-01
Taiwan,TWN,TWD,69,29.553,2.33,25061.624,762936.397,2018-01-01
Taiwan,TWN,TWD,72,31.172,2.31,25825.566,778967.95,2019-07-09
Taiwan,TWN,TWD,70,30.6,2.29,13752.716,443795.548,2000-04-01
Taiwan,TWN,TWD,75,32.7705,2.29,16892.883,549584.603,2007-06-01
Taiwan,TWN,TWD,75,32.9255,2.28,16892.883,549584.603,2007-01-01
Taiwan,TWN,TWD,69,30.3725,2.27,25061.624,762936.397,2018-07-01
Taiwan,TWN,TWD,75,33.1755,2.26,18053.591,569304.959,2009-07-01
Taiwan,TWN,TWD,69,30.4775,2.26,23070.733,745769.126,2017-07-01
Taiwan,TWN,TWD,75,33.4,2.25,14040.597,483266.82,2004-05-01
Taiwan,TWN,TWD,69,30.803,2.24,25825.566,778967.95,2019-01-01
Taiwan,TWN,TWD,69,31.905,2.16,23070.733,745769.126,2017-01-01
Taiwan,TWN,TWD,69,32.029,2.15,22752.991,725992.946,2016-07-01
Taiwan,TWN,TWD,70,32.9,2.13,14844.238,463648.655,2001-04-01
Taiwan,TWN,TWD,69,33.2315,2.08,22752.991,725992.946,2016-01-01
Taiwan,TWN,TWD,70,34.8,2.01,13357.195,451647.956,2002-04-01
Taiwan,TWN,TWD,70,34.8,2.01,13651.355,472049.054,2003-04-01
Thailand,THA,THB,128,30.13,4.25,7167.523,224267.707,2021-01-01
Thailand,THA,THB,128,31.385,4.08,7813.605,242617.882,2020-07-01
Thailand,THA,THB,128,32.81,3.9,7167.523,224267.707,2021-07-01
Thailand,THA,THB,119,30.8275,3.86,7295.952,235830.442,2019-07-09
Thailand,THA,THB,128,33.295,3.84,7336.086,231302.799,2022-01-01
Thailand,THA,THB,115,30.2775,3.8,7813.605,242617.882,2020-01-14
Thailand,THA,THB,119,31.95,3.72,6596.224,223792.876,2018-01-01
Thailand,THA,THB,119,32.0075,3.72,7295.952,235830.442,2019-01-01
Thailand,THA,THB,119,33.17,3.59,6596.224,223792.876,2018-07-01
Thailand,THA,THB,119,34.0365,3.5,5995.205,211542.109,2017-07-01
Thailand,THA,THB,128,36.6125,3.5,7336.086,231302.799,2022-07-01
Thailand,THA,THB,119,34.965,3.4,5837.807,200008.385,2016-07-01
Thailand,THA,THB,119,35.573,3.35,5995.205,211542.109,2017-01-01
Thailand,THA,THB,108,34.0875,3.17,5952.377,193315.985,2015-07-01
Thailand,THA,THB,99,31.78,3.12,6168.708,189525.998,2014-07-01
Thailand,THA,THB,112,36.22,3.09,5837.807,200008.385,2016-01-01
Thailand,THA,THB,99,32.605,3.04,5952.377,193315.985,2015-01-01
Thailand,THA,THB,87,29.755,2.92,5862.993,182165.04,2013-01-01
Thailand,THA,THB,96,32.875,2.92,6168.708,189525.998,2014-01-01
Thailand,THA,THB,89,31.275,2.85,5862.993,182165.04,2013-07-01
Thailand,THA,THB,82,31.7,2.59,5493.743,167464.121,2012-07-01
Thailand,THA,THB,78,31.75,2.46,5493.743,167464.121,2012-01-01
Thailand,THA,THB,70,29.75,2.35,5073.705,160847.382,2011-07-01
Thailand,THA,THB,70,32.305,2.17,4208.355,144446.304,2010-07-01
Thailand,THA,THB,70,33.135,2.11,4208.355,144446.304,2010-01-01
Thailand,THA,THB,64.49,34.165,1.89,4373.451,145900.887,2009-07-01
Thailand,THA,THB,62,33.36,1.86,3973.994,137141.401,2008-06-01
Thailand,THA,THB,62,34.455,1.8,3366.815,127645.035,2007-06-01
Thailand,THA,THB,62,35.3,1.76,3366.815,127645.035,2007-01-01
Thailand,THA,THB,60,38.445,1.56,2890.482,116399.489,2006-05-01
Thailand,THA,THB,60,39.755,1.51,2890.482,116399.489,2006-01-01
Thailand,THA,THB,60,40.53,1.48,2657.909,106996.686,2005-06-01
Thailand,THA,THB,55,38,1.45,2031.165,76885.008,2000-04-01
Thailand,THA,THB,59,40.8,1.45,2356.968,97867.018,2004-05-01
Thailand,THA,THB,59,42.7,1.38,2094.257,90052.438,2003-04-01
Thailand,THA,THB,55,43.3,1.27,1890.25,84121.327,2002-04-01
Thailand,THA,THB,55,45.5,1.21,2003.605,80533.876,2001-04-01
Turkey,TUR,TRY,8.45,1.76875,4.78,11637.915,20911.569,2013-01-01
Turkey,TUR,TRY,8.25,1.8269,4.52,11221.402,18801.558,2012-07-01
Turkey,TUR,TRY,9.25,2.09125,4.42,12488.968,23783.421,2014-07-01
Turkey,TUR,TRY,8.5,1.95745,4.34,11637.915,20911.569,2013-07-01
Turkey,TUR,TRY,5.15,1.19275,4.32,9640.571,12576.353,2008-06-01
Turkey,TUR,TRY,9.25,2.33345,3.96,12079.287,26447.923,2015-01-01
Turkey,TUR,TRY,5.95,1.5293,3.89,8941.404,13869.33,2010-07-01
Turkey,TUR,TRY,10.25,2.6457,3.87,12079.287,26447.923,2015-07-01
Turkey,TUR,TRY,5.65,1.47455,3.83,8941.404,13869.33,2010-01-01
Turkey,TUR,TRY,6.5,1.72285,3.77,10533.45,15838.537,2011-07-01
Turkey,TUR,TRY,8.5,2.26155,3.76,12488.968,23783.421,2014-01-01
Turkey,TUR,TRY,4.75,1.2981,3.66,7961.078,11411.982,2007-06-01
Turkey,TUR,TRY,5.65,1.55005,3.65,10778.131,14021.233,2009-07-01
Turkey,TUR,TRY,6.6,1.86295,3.54,11221.402,18801.558,2012-01-01
Turkey,TUR,TRY,10.75,3.04305,3.53,10973.586,29856.636,2016-07-01
Turkey,TUR,TRY,10.25,3.0096,3.41,10973.586,29856.636,2016-01-01
Turkey,TUR,TRY,4.55,1.40975,3.23,7961.078,11411.982,2007-01-01
Turkey,TUR,TRY,4.1,1.3365,3.07,7350.887,9879.038,2006-01-01
Turkey,TUR,TRY,4000000,1324500,3.02,3082.899,3769.12,2002-04-01
Turkey,TUR,TRY,10.75,3.57605,3.01,10891.19,32908.096,2017-07-01
Turkey,TUR,TRY,4,1.369,2.92,6015.665,8570.077,2005-06-01
Turkey,TUR,TRY,10.75,3.8026,2.83,10628.898,38778.189,2018-01-01
Turkey,TUR,TRY,10.75,3.91115,2.75,10891.19,32908.096,2017-01-01
Turkey,TUR,TRY,4.2,1.5415,2.72,7350.887,9879.038,2006-05-01
Turkey,TUR,TRY,47,17.565,2.68,9527.683,84481.339,2022-07-01
Turkey,TUR,TRY,3950000,1531000,2.58,4684.698,7027.699,2004-05-01
Turkey,TUR,TRY,13.99,5.722,2.44,9507.996,45836.468,2019-07-09
Turkey,TUR,TRY,3750000,1600500,2.34,3617.23,5453.307,2003-04-01
Turkey,TUR,TRY,19.99,8.55725,2.34,8610.029,60359.309,2021-07-01
Turkey,TUR,TRY,10.75,4.70625,2.28,10628.898,38778.189,2018-07-01
Turkey,TUR,TRY,12.99,5.88025,2.21,9145.769,51924.561,2020-01-14
Turkey,TUR,TRY,13.99,6.8595,2.04,9145.769,51924.561,2020-07-01
Turkey,TUR,TRY,14.99,7.4705,2.01,8610.029,60359.309,2021-01-01
Turkey,TUR,TRY,10.75,5.3834,2,9507.996,45836.468,2019-01-01
Turkey,TUR,TRY,24.99,13.4155,1.86,9527.683,84481.339,2022-01-01
UAE,ARE,AED,14,3.673,3.81,39144.669,143758.798,2017-07-01
UAE,ARE,AED,14,3.673,3.81,41443.891,152202.691,2018-01-01
UAE,ARE,AED,13,3.67305,3.54,45040.067,165409.645,2014-07-01
UAE,ARE,AED,13,3.67305,3.54,45817.068,168263.184,2015-01-01
UAE,ARE,AED,13,3.67295,3.54,45817.068,168263.184,2015-07-01
UAE,ARE,AED,13,3.6731,3.54,40064.448,147136.685,2016-01-01
UAE,ARE,AED,13,3.6731,3.54,40064.448,147136.685,2016-07-01
UAE,ARE,AED,13,3.673,3.54,39144.669,143758.798,2017-01-01
UAE,ARE,AED,12,3.67305,3.27,35065.935,128779.645,2011-07-01
UAE,ARE,AED,12,3.673,3.27,41775.701,153421.263,2012-01-01
UAE,ARE,AED,12,3.67295,3.27,41775.701,153421.263,2012-07-01
UAE,ARE,AED,12,3.67305,3.27,43932.903,161343.588,2013-01-01
UAE,ARE,AED,12,3.673,3.27,43932.903,161343.588,2013-07-01
UAE,ARE,AED,12,3.673,3.27,45040.067,165409.645,2014-01-01
UAE,ARE,AED,11,3.673,2.99,30920.425,113555.26,2010-01-01
UAE,ARE,AED,11,3.67285,2.99,30920.425,113555.26,2010-07-01
UAE,ARE,AED,10,3.6726,2.72,44313.551,162741.515,2007-01-01
UAE,ARE,AED,10,3.67285,2.72,44313.551,162741.515,2007-06-01
UAE,ARE,AED,10,3.67285,2.72,41472.246,152306.825,2008-06-01
UAE,ARE,AED,10,3.673,2.72,39074.713,143501.882,2009-07-01
UAE,ARE,AED,9,3.6725,2.45,39304.507,144345.801,2005-06-01
UAE,ARE,AED,9,3.6726,2.45,43984.093,161531.582,2006-05-01
Ukraine,UKR,UAH,69,28.3673,2.43,4827.952,131977.991,2022-01-01
Ukraine,UKR,UAH,11,4.6,2.39,3101.388,15662.011,2008-06-01
Ukraine,UKR,UAH,65,27.22,2.39,3750.901,101244.397,2021-07-01
Ukraine,UKR,UAH,57,23.99,2.38,3690.071,95301.489,2020-01-14
Ukraine,UKR,UAH,19,8.144,2.33,3872.534,30958.462,2013-01-01
Ukraine,UKR,UAH,19,8.155,2.33,3872.534,30958.462,2013-07-01
Ukraine,UKR,UAH,19,8.379,2.27,3968.854,32383,2014-01-01
Ukraine,UKR,UAH,57,25.6475,2.22,3118.268,84802.208,2019-07-09
Ukraine,UKR,UAH,62,28.14,2.2,3750.901,101244.397,2021-01-01
Ukraine,UKR,UAH,59,27.13,2.17,3690.071,95301.489,2020-07-01
Ukraine,UKR,UAH,17,8.0405,2.11,3589.632,28600.586,2012-01-01
Ukraine,UKR,UAH,16.5,7.994,2.06,2982.814,23670.803,2011-07-01
Ukraine,UKR,UAH,54,27.8,1.94,3118.268,84802.208,2019-01-01
Ukraine,UKR,UAH,50,26.199,1.91,2655.661,70657.179,2018-07-01
Ukraine,UKR,UAH,15,8.0855,1.86,3589.632,28600.586,2012-07-01
Ukraine,UKR,UAH,9.25,5.0275,1.84,2319.286,11712.394,2007-06-01
Ukraine,UKR,UAH,14.5,7.899,1.84,2557.279,19924.373,2010-07-01
Ukraine,UKR,UAH,14,7.66,1.83,3944.724,20763.38,2009-07-01
Ukraine,UKR,UAH,14,7.66,1.83,2557.279,19924.373,2010-01-01
Ukraine,UKR,UAH,9,5.05,1.78,2319.286,11712.394,2007-01-01
Ukraine,UKR,UAH,44,25.915,1.7,2200.002,56238.892,2017-07-01
Ukraine,UKR,UAH,8.5,5.05,1.68,1839.515,9422.511,2006-05-01
Ukraine,UKR,UAH,47,28.715,1.64,2655.661,70657.179,2018-01-01
Ukraine,UKR,UAH,19,11.685,1.63,3968.854,32383,2014-07-01
Ukraine,UKR,UAH,39,24.8,1.57,2124.33,46689.41,2016-07-01
Ukraine,UKR,UAH,34,21.95,1.55,3053.608,37112.398,2015-07-01
Ukraine,UKR,UAH,36,23.35,1.54,2124.33,46689.41,2016-01-01
Ukraine,UKR,UAH,42,27.235,1.54,2200.002,56238.892,2017-01-01
Ukraine,UKR,UAH,7.25,5.06,1.43,1374.753,7311.725,2005-06-01
Ukraine,UKR,UAH,7.25,5.3315,1.36,1055.946,5631.032,2004-05-01
Ukraine,UKR,UAH,19,15.822,1.2,3053.608,37112.398,2015-01-01
United Arab Emirates,ARE,AED,18,3.67305,4.9,42883.686,157490.338,2022-07-01
United Arab Emirates,ARE,AED,17,3.67305,4.63,42883.686,157490.338,2022-01-01
United Arab Emirates,ARE,AED,14.75,3.67315,4.02,45075.57,165540.031,2019-07-09
United Arab Emirates,ARE,AED,14.75,3.67315,4.02,43900.15,161223.3,2020-01-14
United Arab Emirates,ARE,AED,14.75,3.67295,4.02,43900.15,161223.3,2020-07-01
United Arab Emirates,ARE,AED,14.75,3.67315,4.02,38661.176,141983.17,2021-01-01
United Arab Emirates,ARE,AED,14.75,3.67315,4.02,38661.176,141983.17,2021-07-01
United Arab Emirates,ARE,AED,14,3.67315,3.81,41443.891,152202.691,2018-07-01
United Arab Emirates,ARE,AED,14,3.67315,3.81,45075.57,165540.031,2019-01-01
United Kingdom,GBR,GBP,2.89,0.586785589,4.93,43757.447,27971.719,2014-07-01
United Kingdom,GBR,GBP,3.59,0.745350874,4.82,47202.581,34311.091,2022-01-01
United Kingdom,GBR,GBP,3.49,0.734672887,4.75,41127.443,32056.484,2021-07-01
United Kingdom,GBR,GBP,2.79,0.603009015,4.63,43757.447,27971.719,2014-01-01
United Kingdom,GBR,GBP,2.29,0.501039657,4.57,50675.532,25317.928,2008-06-01
United Kingdom,GBR,GBP,2.89,0.640450877,4.51,47816.045,29044.104,2015-07-01
United Kingdom,GBR,GBP,3.29,0.74137228,4.44,41127.443,32056.484,2021-01-01
